scenario,failed_login_count,impossible_travel,new_device,vpn_detected,tor_network,privileged_account,mfa_enabled,login_hour,geo_risk,device_reputation,decision
New Device Login,0,0,1,0,0,1,0,20,1,1,Require MFA
Privileged Account Anomaly,8,0,1,1,1,1,0,3,1,1,Block
Trusted Midnight Login,1,0,0,0,0,0,1,4,0,0,Allow
Trusted Midnight Login,1,0,0,0,0,0,1,0,0,0,Allow
Compromised Device,6,0,1,0,0,1,0,8,1,2,Block
VPN Login,0,0,0,1,0,1,0,6,0,0,Require MFA
Brute Force Attack,10,0,1,0,1,1,1,22,0,1,Block
Risky Geographic Login,1,0,1,1,0,0,0,7,2,0,Require MFA
Brute Force Attack,16,0,0,0,0,1,0,14,1,1,Block
Risky Geographic Login,1,0,1,1,0,1,0,13,2,1,Require MFA
TOR Network Access,0,1,1,1,1,1,1,11,1,2,Block
Normal Login,0,0,0,0,0,0,1,11,0,0,Allow
Brute Force Attack,6,0,1,1,0,1,0,6,1,1,Block
TOR Network Access,0,1,1,1,1,0,0,10,1,2,Block
Normal Login,0,0,0,0,0,1,1,8,0,0,Allow
Brute Force Attack,6,0,0,1,1,0,1,15,0,2,Block
VPN Login,1,0,0,1,0,0,0,6,0,0,Require MFA
VPN Login,1,0,1,1,0,1,1,3,1,1,Require MFA
VPN Login,1,0,1,1,0,1,0,5,1,1,Require MFA
Risky Geographic Login,1,0,1,0,0,0,1,16,2,0,Require MFA
Privileged Account Anomaly,3,1,1,1,1,1,0,0,2,1,Block
Normal Login,0,0,0,0,0,1,1,17,0,0,Allow
Normal Login,0,0,0,0,0,0,1,14,0,0,Allow
Brute Force Attack,9,0,1,1,0,1,1,3,0,2,Block
Impossible Travel,3,1,1,0,0,1,0,4,2,1,Block
Compromised Device,7,0,0,1,1,0,1,14,1,2,Block
New Device Login,0,0,1,0,0,1,0,17,0,1,Require MFA
Privileged Account Anomaly,7,0,1,1,0,1,0,23,2,2,Block
New Device Login,1,0,1,0,0,1,1,12,0,1,Require MFA
Risky Geographic Login,2,0,0,0,0,0,1,4,2,1,Require MFA
Brute Force Attack,19,0,1,1,1,1,0,21,1,1,Block
TOR Network Access,4,1,1,1,1,1,0,13,2,2,Block
Trusted Midnight Login,1,0,0,0,0,0,1,1,0,0,Allow
New Device Login,0,0,1,0,0,0,0,17,1,1,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,4,0,0,Allow
New Device Login,1,0,1,0,0,1,0,13,1,1,Require MFA
Impossible Travel,1,1,0,1,0,1,1,21,1,1,Block
Brute Force Attack,18,0,0,0,0,1,0,0,0,1,Block
TOR Network Access,0,1,1,1,1,1,1,6,1,2,Block
Brute Force Attack,17,0,0,1,0,0,0,2,0,2,Block
Privileged Account Anomaly,3,1,1,0,0,1,0,1,1,1,Block
Privileged Account Anomaly,3,0,1,1,0,1,0,1,1,2,Block
Privileged Account Anomaly,8,1,1,1,0,1,0,4,2,1,Block
Brute Force Attack,14,0,0,0,0,0,0,17,0,1,Block
Brute Force Attack,6,0,1,1,0,1,0,1,1,1,Block
Trusted Midnight Login,1,0,0,0,0,0,1,0,0,0,Allow
Brute Force Attack,13,0,1,0,1,0,1,16,1,2,Block
Brute Force Attack,13,0,1,0,1,0,0,13,1,2,Block
Brute Force Attack,20,0,1,0,0,1,1,22,2,2,Block
Brute Force Attack,11,0,0,0,1,0,1,0,2,1,Block
VPN Login,2,0,0,1,0,1,0,1,1,0,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,1,0,0,Allow
Normal Login,1,0,0,0,0,0,1,11,0,0,Allow
Compromised Device,2,0,0,1,1,0,1,13,0,2,Block
TOR Network Access,2,0,1,1,1,1,0,22,2,2,Block
VPN Login,2,0,0,1,0,1,0,0,0,0,Require MFA
Impossible Travel,2,1,1,1,0,0,1,17,1,0,Block
TOR Network Access,4,1,1,1,1,0,0,1,1,2,Block
Privileged Account Anomaly,3,1,1,1,1,1,0,3,1,1,Block
Normal Login,1,0,0,0,0,1,1,15,0,0,Allow
Impossible Travel,0,1,1,1,0,0,1,18,2,0,Block
Normal Login,1,0,0,0,0,0,1,13,0,0,Allow
Trusted Midnight Login,0,0,0,0,0,0,1,23,0,0,Allow
Normal Login,0,0,0,0,0,1,1,18,0,0,Allow
New Device Login,1,0,1,0,0,0,0,18,0,1,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,4,0,0,Allow
Brute Force Attack,20,0,0,1,1,0,0,12,0,1,Block
Trusted Midnight Login,0,0,0,0,0,0,1,1,0,0,Allow
TOR Network Access,0,0,1,1,1,0,0,12,1,2,Block
Trusted Midnight Login,1,0,0,0,0,0,1,0,0,0,Allow
Normal Login,0,0,0,0,0,1,1,9,0,0,Allow
VPN Login,1,0,1,1,0,1,1,13,1,1,Require MFA
TOR Network Access,2,1,1,1,1,1,0,15,2,2,Block
TOR Network Access,2,0,1,1,1,1,0,22,1,2,Block
TOR Network Access,2,1,1,1,1,1,1,10,2,2,Block
Normal Login,1,0,0,0,0,0,1,9,0,0,Allow
Compromised Device,3,1,0,0,0,1,0,2,2,2,Block
New Device Login,1,0,1,0,0,1,0,6,1,1,Require MFA
Normal Login,0,0,0,0,0,0,1,13,0,0,Allow
New Device Login,0,0,1,0,0,1,0,6,1,1,Require MFA
Trusted Midnight Login,1,0,0,0,0,0,1,0,0,0,Allow
VPN Login,2,0,1,1,0,0,1,21,1,0,Require MFA
Risky Geographic Login,2,0,1,1,0,1,0,10,2,0,Require MFA
TOR Network Access,1,1,1,1,1,1,1,12,2,2,Block
Brute Force Attack,18,0,1,0,0,0,1,8,0,2,Block
VPN Login,0,0,0,1,0,0,0,17,1,0,Require MFA
Trusted Midnight Login,1,0,0,0,0,0,1,3,0,0,Allow
Normal Login,1,0,0,0,0,0,1,13,0,0,Allow
New Device Login,0,0,1,0,0,0,0,14,0,1,Require MFA
Risky Geographic Login,2,0,0,1,0,1,1,23,2,1,Require MFA
Normal Login,1,0,0,0,0,0,1,15,0,0,Allow
Normal Login,0,0,0,0,0,0,1,13,0,0,Allow
Compromised Device,2,1,0,0,0,0,1,13,1,2,Block
Compromised Device,2,0,0,1,1,1,1,0,2,2,Block
TOR Network Access,4,0,1,1,1,1,1,12,1,2,Block
New Device Login,0,0,1,0,0,1,0,16,1,1,Require MFA
Brute Force Attack,20,0,1,0,0,0,0,22,2,2,Block
Risky Geographic Login,0,0,0,1,0,0,0,15,2,0,Require MFA
Normal Login,1,0,0,0,0,0,1,20,0,0,Allow
Compromised Device,1,0,0,1,1,1,0,6,0,2,Block
Impossible Travel,0,1,1,1,0,1,0,9,1,1,Block
TOR Network Access,2,1,1,1,1,1,0,18,2,2,Block
Privileged Account Anomaly,6,0,1,0,0,1,0,23,1,2,Block
Brute Force Attack,6,0,1,0,0,1,1,3,0,2,Block
New Device Login,1,0,1,0,0,1,0,8,0,1,Require MFA
TOR Network Access,2,1,1,1,1,0,1,8,2,2,Block
Normal Login,0,0,0,0,0,1,1,14,0,0,Allow
TOR Network Access,0,1,1,1,1,0,1,3,2,2,Block
TOR Network Access,1,0,1,1,1,1,1,0,2,2,Block
Trusted Midnight Login,1,0,0,0,0,0,1,3,0,0,Allow
TOR Network Access,2,1,1,1,1,1,0,9,1,2,Block
Brute Force Attack,17,0,1,1,0,0,0,21,2,1,Block
Privileged Account Anomaly,4,1,1,1,0,1,0,2,2,1,Block
VPN Login,0,0,0,1,0,1,1,13,1,1,Require MFA
Brute Force Attack,13,0,1,0,0,1,1,0,1,2,Block
VPN Login,2,0,1,1,0,0,0,1,0,1,Require MFA
Privileged Account Anomaly,4,0,1,1,0,1,0,0,1,1,Block
Compromised Device,2,1,0,0,0,1,0,0,2,2,Block
Impossible Travel,0,1,0,0,0,0,0,17,2,0,Block
TOR Network Access,4,1,1,1,1,0,0,7,2,2,Block
Compromised Device,3,1,1,0,0,1,0,21,0,2,Block
TOR Network Access,1,1,1,1,1,1,1,14,1,2,Block
Trusted Midnight Login,0,0,0,0,0,0,1,4,0,0,Allow
Impossible Travel,2,1,1,0,0,0,1,20,1,0,Block
Risky Geographic Login,1,0,1,1,0,1,1,14,2,0,Require MFA
TOR Network Access,3,1,1,1,1,1,1,19,1,2,Block
Trusted Midnight Login,1,0,0,0,0,0,1,4,0,0,Allow
Risky Geographic Login,0,0,1,1,0,0,1,18,2,1,Require MFA
New Device Login,0,0,1,0,0,1,0,7,1,1,Require MFA
Privileged Account Anomaly,2,0,1,0,0,1,0,1,1,1,Block
Privileged Account Anomaly,7,0,1,1,0,1,0,3,2,2,Block
Privileged Account Anomaly,5,1,1,0,1,1,0,23,2,2,Block
Impossible Travel,0,1,1,1,0,0,1,3,1,0,Block
Compromised Device,2,1,0,1,1,1,0,15,1,2,Block
Impossible Travel,0,1,1,1,0,0,1,4,2,2,Block
Impossible Travel,0,1,0,0,0,1,0,10,1,1,Block
Risky Geographic Login,0,0,1,0,0,1,0,2,2,0,Require MFA
New Device Login,1,0,1,0,0,0,0,14,1,1,Require MFA
Privileged Account Anomaly,4,0,1,1,0,1,0,0,1,2,Block
TOR Network Access,1,1,1,1,1,1,0,7,1,2,Block
VPN Login,1,0,1,1,0,1,0,23,1,0,Require MFA
Brute Force Attack,9,0,1,0,0,0,0,15,2,2,Block
TOR Network Access,2,0,1,1,1,0,1,2,1,2,Block
Privileged Account Anomaly,5,0,1,0,1,1,0,1,1,1,Block
TOR Network Access,0,0,1,1,1,1,1,4,2,2,Block
TOR Network Access,4,0,1,1,1,0,0,7,2,2,Block
Risky Geographic Login,2,0,1,0,0,1,1,1,2,1,Require MFA
Normal Login,0,0,0,0,0,1,1,18,0,0,Allow
Privileged Account Anomaly,5,1,1,0,1,1,0,2,1,1,Block
New Device Login,0,0,1,0,0,0,1,7,1,1,Require MFA
Compromised Device,3,1,1,1,0,1,1,23,0,2,Block
Impossible Travel,0,1,0,0,0,0,1,16,2,2,Block
TOR Network Access,1,0,1,1,1,1,1,8,1,2,Block
New Device Login,0,0,1,0,0,0,1,10,0,1,Require MFA
Privileged Account Anomaly,8,0,1,1,1,1,0,23,1,1,Block
New Device Login,0,0,1,0,0,0,0,19,1,1,Require MFA
TOR Network Access,0,0,1,1,1,1,0,16,1,2,Block
New Device Login,0,0,1,0,0,0,0,18,0,1,Require MFA
Impossible Travel,2,1,0,0,0,1,1,22,1,0,Block
Privileged Account Anomaly,9,0,1,1,0,1,0,3,2,2,Block
Risky Geographic Login,1,0,1,0,0,1,1,23,2,0,Require MFA
Trusted Midnight Login,1,0,0,0,0,0,1,1,0,0,Allow
Privileged Account Anomaly,6,0,1,1,1,1,0,4,2,1,Block
TOR Network Access,0,1,1,1,1,1,0,17,2,2,Block
New Device Login,1,0,1,0,0,1,0,7,1,1,Require MFA
Risky Geographic Login,2,0,0,1,0,0,0,20,2,0,Require MFA
Privileged Account Anomaly,7,1,1,1,1,1,0,0,1,2,Block
Privileged Account Anomaly,6,1,1,0,0,1,0,1,2,1,Block
New Device Login,1,0,1,0,0,1,0,16,0,1,Require MFA
Impossible Travel,1,1,1,1,0,0,0,0,1,2,Block
Risky Geographic Login,2,0,0,1,0,0,0,16,2,0,Require MFA
New Device Login,0,0,1,0,0,1,0,18,1,1,Require MFA
VPN Login,2,0,0,1,0,0,0,3,1,1,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,3,0,0,Allow
Compromised Device,4,0,0,1,0,1,1,5,1,2,Block
New Device Login,0,0,1,0,0,1,1,6,0,1,Require MFA
Privileged Account Anomaly,9,1,1,0,1,1,0,1,1,2,Block
Privileged Account Anomaly,6,1,1,1,1,1,0,4,1,1,Block
TOR Network Access,3,0,1,1,1,1,1,9,1,2,Block
Trusted Midnight Login,1,0,0,0,0,0,1,4,0,0,Allow
Brute Force Attack,12,0,0,0,1,1,0,22,2,1,Block
Compromised Device,4,0,0,1,1,0,1,12,2,2,Block
Privileged Account Anomaly,2,0,1,0,0,1,0,0,1,1,Block
Normal Login,0,0,0,0,0,1,1,16,0,0,Allow
Privileged Account Anomaly,6,0,1,0,1,1,0,3,1,1,Block
VPN Login,1,0,0,1,0,0,1,1,0,0,Require MFA
Normal Login,1,0,0,0,0,1,1,13,0,0,Allow
Compromised Device,2,0,1,1,0,1,0,13,2,2,Block
Risky Geographic Login,2,0,1,0,0,1,1,14,2,0,Require MFA
New Device Login,1,0,1,0,0,1,0,18,1,1,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,3,0,0,Allow
Normal Login,0,0,0,0,0,0,1,14,0,0,Allow
New Device Login,0,0,1,0,0,1,0,9,0,1,Require MFA
VPN Login,1,0,1,1,0,0,1,3,1,1,Require MFA
Impossible Travel,2,1,1,0,0,1,0,3,1,2,Block
Trusted Midnight Login,1,0,0,0,0,0,1,2,0,0,Allow
Impossible Travel,2,1,0,0,0,1,1,11,1,0,Block
Compromised Device,7,0,1,0,1,1,1,19,1,2,Block
Privileged Account Anomaly,2,1,1,0,1,1,0,1,2,1,Block
VPN Login,0,0,1,1,0,1,1,5,0,0,Require MFA
New Device Login,0,0,1,0,0,0,0,9,1,1,Require MFA
VPN Login,1,0,1,1,0,1,1,21,1,1,Require MFA
Normal Login,0,0,0,0,0,0,1,14,0,0,Allow
New Device Login,1,0,1,0,0,1,0,8,0,1,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,0,0,0,Allow
Normal Login,1,0,0,0,0,1,1,14,0,0,Allow
Impossible Travel,3,1,0,0,0,1,1,8,2,0,Block
Risky Geographic Login,2,0,1,0,0,0,1,4,2,0,Require MFA
Trusted Midnight Login,1,0,0,0,0,0,1,23,0,0,Allow
New Device Login,1,0,1,0,0,0,1,22,0,1,Require MFA
Compromised Device,1,1,1,1,0,1,1,8,2,2,Block
Privileged Account Anomaly,7,0,1,0,0,1,0,0,2,1,Block
TOR Network Access,1,1,1,1,1,0,0,20,1,2,Block
Impossible Travel,3,1,0,0,0,1,0,20,1,1,Block
Impossible Travel,3,1,1,0,0,1,1,1,1,1,Block
Brute Force Attack,11,0,1,0,0,1,1,20,0,1,Block
Risky Geographic Login,2,0,0,0,0,1,0,18,2,0,Require MFA
Compromised Device,6,0,1,1,0,1,1,11,1,2,Block
TOR Network Access,3,1,1,1,1,0,1,1,1,2,Block
Impossible Travel,3,1,0,1,0,1,0,20,2,0,Block
Compromised Device,5,1,0,1,0,0,0,5,2,2,Block
Trusted Midnight Login,1,0,0,0,0,0,1,0,0,0,Allow
Compromised Device,7,1,1,1,0,1,0,7,0,2,Block
TOR Network Access,3,0,1,1,1,0,0,2,1,2,Block
Trusted Midnight Login,0,0,0,0,0,0,1,2,0,0,Allow
Privileged Account Anomaly,3,1,1,1,1,1,0,3,2,1,Block
Brute Force Attack,12,0,1,0,1,0,1,2,1,2,Block
Trusted Midnight Login,0,0,0,0,0,0,1,0,0,0,Allow
Risky Geographic Login,1,0,1,0,0,1,0,13,2,1,Require MFA
TOR Network Access,2,1,1,1,1,0,1,21,1,2,Block
Trusted Midnight Login,0,0,0,0,0,0,1,23,0,0,Allow
New Device Login,1,0,1,0,0,1,0,9,0,1,Require MFA
New Device Login,1,0,1,0,0,0,1,8,0,1,Require MFA
New Device Login,0,0,1,0,0,1,0,14,0,1,Require MFA
Normal Login,0,0,0,0,0,0,1,16,0,0,Allow
TOR Network Access,1,1,1,1,1,1,0,0,2,2,Block
New Device Login,1,0,1,0,0,1,0,12,1,1,Require MFA
Risky Geographic Login,1,0,1,1,0,0,1,19,2,0,Require MFA
Brute Force Attack,15,0,0,0,0,1,0,9,2,1,Block
Trusted Midnight Login,1,0,0,0,0,0,1,23,0,0,Allow
Impossible Travel,2,1,0,1,0,1,0,0,1,1,Block
TOR Network Access,2,0,1,1,1,1,1,12,2,2,Block
Normal Login,0,0,0,0,0,0,1,17,0,0,Allow
TOR Network Access,1,1,1,1,1,1,0,16,2,2,Block
Normal Login,1,0,0,0,0,1,1,8,0,0,Allow
New Device Login,1,0,1,0,0,0,1,9,0,1,Require MFA
Trusted Midnight Login,1,0,0,0,0,0,1,1,0,0,Allow
VPN Login,2,0,0,1,0,0,0,19,0,1,Require MFA
Impossible Travel,0,1,1,1,0,1,0,7,2,1,Block
Impossible Travel,2,1,1,0,0,1,1,8,1,0,Block
New Device Login,1,0,1,0,0,1,0,12,0,1,Require MFA
Compromised Device,2,0,1,1,0,0,0,15,0,2,Block
Impossible Travel,0,1,1,0,0,1,0,0,2,1,Block
Brute Force Attack,18,0,0,0,0,1,1,19,2,1,Block
Trusted Midnight Login,0,0,0,0,0,0,1,4,0,0,Allow
New Device Login,0,0,1,0,0,0,1,13,1,1,Require MFA
TOR Network Access,4,0,1,1,1,0,0,10,2,2,Block
Compromised Device,2,0,1,0,1,1,1,1,0,2,Block
Compromised Device,3,0,1,1,1,0,0,2,0,2,Block
Normal Login,1,0,0,0,0,1,1,10,0,0,Allow
Risky Geographic Login,2,0,1,0,0,0,1,13,2,0,Require MFA
Compromised Device,2,0,1,0,1,1,1,3,0,2,Block
Privileged Account Anomaly,9,1,1,1,0,1,0,23,2,2,Block
Compromised Device,1,0,1,1,0,0,0,11,1,2,Block
Privileged Account Anomaly,2,0,1,0,0,1,0,2,2,1,Block
Normal Login,0,0,0,0,0,1,1,14,0,0,Allow
Risky Geographic Login,1,0,1,1,0,0,0,15,2,1,Require MFA
VPN Login,2,0,0,1,0,0,0,17,1,1,Require MFA
Risky Geographic Login,1,0,1,0,0,1,0,11,2,0,Require MFA
Normal Login,1,0,0,0,0,0,1,21,0,0,Allow
New Device Login,0,0,1,0,0,0,1,17,0,1,Require MFA
Risky Geographic Login,0,0,0,1,0,0,0,7,2,0,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,0,0,0,Allow
Privileged Account Anomaly,7,1,1,0,0,1,0,0,2,2,Block
Compromised Device,5,0,0,0,0,1,1,1,2,2,Block
Impossible Travel,1,1,0,0,0,0,0,4,2,0,Block
Brute Force Attack,6,0,0,1,1,1,1,16,1,1,Block
Privileged Account Anomaly,4,1,1,0,1,1,0,1,1,2,Block
Privileged Account Anomaly,4,0,1,0,0,1,0,0,1,1,Block
Risky Geographic Login,0,0,0,1,0,1,1,9,2,0,Require MFA
Normal Login,1,0,0,0,0,1,1,13,0,0,Allow
TOR Network Access,2,0,1,1,1,0,1,18,1,2,Block
TOR Network Access,3,1,1,1,1,0,0,21,2,2,Block
Compromised Device,3,0,1,1,0,1,1,22,2,2,Block
VPN Login,2,0,0,1,0,0,1,21,0,1,Require MFA
Normal Login,0,0,0,0,0,0,1,7,0,0,Allow
Compromised Device,7,0,1,1,1,1,0,12,1,2,Block
Impossible Travel,3,1,0,1,0,1,1,19,1,2,Block
VPN Login,1,0,0,1,0,0,0,0,0,0,Require MFA
TOR Network Access,3,1,1,1,1,0,1,22,2,2,Block
Trusted Midnight Login,0,0,0,0,0,0,1,3,0,0,Allow
New Device Login,1,0,1,0,0,1,0,17,1,1,Require MFA
Impossible Travel,0,1,1,1,0,0,1,3,2,1,Block
TOR Network Access,2,0,1,1,1,1,0,7,1,2,Block
New Device Login,0,0,1,0,0,1,1,20,1,1,Require MFA
Trusted Midnight Login,1,0,0,0,0,0,1,0,0,0,Allow
TOR Network Access,3,0,1,1,1,0,0,20,2,2,Block
Brute Force Attack,14,0,0,0,1,0,0,16,0,2,Block
Privileged Account Anomaly,9,0,1,1,1,1,0,1,1,2,Block
Trusted Midnight Login,0,0,0,0,0,0,1,23,0,0,Allow
Trusted Midnight Login,0,0,0,0,0,0,1,1,0,0,Allow
Brute Force Attack,17,0,1,1,1,1,1,23,2,2,Block
Brute Force Attack,19,0,1,0,0,0,0,17,1,1,Block
Privileged Account Anomaly,2,1,1,1,0,1,0,3,1,1,Block
Trusted Midnight Login,1,0,0,0,0,0,1,23,0,0,Allow
TOR Network Access,1,1,1,1,1,1,0,11,2,2,Block
New Device Login,1,0,1,0,0,1,1,22,0,1,Require MFA
Privileged Account Anomaly,8,1,1,0,1,1,0,4,1,2,Block
Privileged Account Anomaly,4,1,1,1,1,1,0,4,2,2,Block
Normal Login,1,0,0,0,0,1,1,13,0,0,Allow
Trusted Midnight Login,0,0,0,0,0,0,1,3,0,0,Allow
Impossible Travel,0,1,0,1,0,1,0,0,2,1,Block
Normal Login,0,0,0,0,0,1,1,16,0,0,Allow
Brute Force Attack,9,0,1,0,0,0,1,3,1,1,Block
Trusted Midnight Login,1,0,0,0,0,0,1,4,0,0,Allow
TOR Network Access,0,1,1,1,1,0,1,4,2,2,Block
Compromised Device,7,1,1,1,1,1,0,12,2,2,Block
Privileged Account Anomaly,8,1,1,1,0,1,0,23,2,1,Block
Brute Force Attack,6,0,0,1,1,1,1,9,1,1,Block
Trusted Midnight Login,0,0,0,0,0,0,1,2,0,0,Allow
Trusted Midnight Login,0,0,0,0,0,0,1,4,0,0,Allow
Trusted Midnight Login,0,0,0,0,0,0,1,0,0,0,Allow
Privileged Account Anomaly,3,1,1,0,1,1,0,1,1,2,Block
Risky Geographic Login,0,0,0,1,0,0,1,11,2,0,Require MFA
Impossible Travel,1,1,0,0,0,1,0,4,2,0,Block
Privileged Account Anomaly,9,1,1,1,0,1,0,3,1,1,Block
Privileged Account Anomaly,6,1,1,1,0,1,0,1,1,1,Block
TOR Network Access,2,1,1,1,1,1,0,9,1,2,Block
Normal Login,1,0,0,0,0,1,1,14,0,0,Allow
Risky Geographic Login,2,0,1,0,0,0,1,16,2,0,Require MFA
Brute Force Attack,19,0,0,0,1,0,1,20,1,2,Block
Compromised Device,5,0,0,1,0,0,0,14,2,2,Block
Impossible Travel,0,1,0,1,0,1,0,21,1,2,Block
TOR Network Access,3,0,1,1,1,0,1,14,2,2,Block
New Device Login,1,0,1,0,0,1,1,6,0,1,Require MFA
VPN Login,2,0,1,1,0,1,1,0,0,1,Require MFA
Impossible Travel,1,1,1,1,0,0,1,1,2,1,Block
Compromised Device,1,0,0,1,0,0,0,11,1,2,Block
Trusted Midnight Login,0,0,0,0,0,0,1,23,0,0,Allow
New Device Login,1,0,1,0,0,0,0,9,1,1,Require MFA
Brute Force Attack,20,0,1,1,1,1,0,3,2,1,Block
Brute Force Attack,10,0,0,0,1,1,1,4,2,2,Block
VPN Login,0,0,1,1,0,1,1,11,1,1,Require MFA
Risky Geographic Login,1,0,0,1,0,1,0,12,2,1,Require MFA
New Device Login,1,0,1,0,0,1,0,13,0,1,Require MFA
VPN Login,1,0,1,1,0,0,1,9,0,0,Require MFA
Normal Login,1,0,0,0,0,1,1,13,0,0,Allow
TOR Network Access,0,0,1,1,1,1,0,1,2,2,Block
TOR Network Access,0,0,1,1,1,0,1,5,2,2,Block
Trusted Midnight Login,1,0,0,0,0,0,1,23,0,0,Allow
Normal Login,1,0,0,0,0,0,1,17,0,0,Allow
New Device Login,0,0,1,0,0,0,0,10,0,1,Require MFA
TOR Network Access,4,1,1,1,1,1,1,23,1,2,Block
Brute Force Attack,10,0,0,1,0,1,1,0,2,1,Block
Risky Geographic Login,2,0,0,0,0,1,1,8,2,0,Require MFA
Compromised Device,6,0,0,0,1,0,1,4,2,2,Block
Brute Force Attack,7,0,1,1,1,1,1,18,2,1,Block
Compromised Device,4,1,0,1,1,1,0,12,2,2,Block
Brute Force Attack,14,0,0,0,1,1,1,21,0,2,Block
TOR Network Access,3,0,1,1,1,0,0,19,2,2,Block
New Device Login,1,0,1,0,0,1,1,13,1,1,Require MFA
Impossible Travel,2,1,1,0,0,1,1,9,1,0,Block
New Device Login,0,0,1,0,0,1,1,15,1,1,Require MFA
Brute Force Attack,7,0,1,1,0,1,0,20,2,1,Block
VPN Login,2,0,1,1,0,1,1,19,0,0,Require MFA
Privileged Account Anomaly,9,1,1,0,1,1,0,1,1,1,Block
Normal Login,0,0,0,0,0,1,1,9,0,0,Allow
Privileged Account Anomaly,4,1,1,1,1,1,0,0,1,1,Block
VPN Login,1,0,0,1,0,1,1,0,1,0,Require MFA
Normal Login,0,0,0,0,0,1,1,7,0,0,Allow
Impossible Travel,0,1,1,1,0,1,1,0,1,2,Block
Privileged Account Anomaly,7,1,1,1,0,1,0,2,1,2,Block
New Device Login,1,0,1,0,0,1,1,20,1,1,Require MFA
Brute Force Attack,13,0,0,1,0,1,0,18,1,1,Block
VPN Login,2,0,0,1,0,0,1,8,0,0,Require MFA
Risky Geographic Login,2,0,0,0,0,0,0,9,2,0,Require MFA
New Device Login,0,0,1,0,0,0,1,7,1,1,Require MFA
Risky Geographic Login,2,0,1,1,0,0,0,4,2,1,Require MFA
TOR Network Access,1,0,1,1,1,1,1,2,2,2,Block
Impossible Travel,0,1,0,0,0,0,0,7,2,1,Block
Privileged Account Anomaly,8,0,1,1,0,1,0,4,1,2,Block
Normal Login,1,0,0,0,0,1,1,19,0,0,Allow
Privileged Account Anomaly,3,0,1,0,1,1,0,1,1,2,Block
Trusted Midnight Login,1,0,0,0,0,0,1,1,0,0,Allow
VPN Login,1,0,0,1,0,1,0,4,1,0,Require MFA
New Device Login,1,0,1,0,0,0,0,16,1,1,Require MFA
VPN Login,1,0,0,1,0,1,1,23,1,1,Require MFA
Impossible Travel,2,1,1,1,0,0,0,3,2,1,Block
Impossible Travel,3,1,0,0,0,1,0,14,2,1,Block
Risky Geographic Login,2,0,0,1,0,1,0,12,2,0,Require MFA
TOR Network Access,4,0,1,1,1,0,0,10,1,2,Block
Privileged Account Anomaly,7,0,1,1,0,1,0,4,1,2,Block
Risky Geographic Login,2,0,0,0,0,1,0,11,2,0,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,4,0,0,Allow
Privileged Account Anomaly,9,0,1,1,1,1,0,3,2,2,Block
Impossible Travel,2,1,1,0,0,1,0,15,2,1,Block
Privileged Account Anomaly,8,0,1,1,0,1,0,0,2,1,Block
Brute Force Attack,9,0,1,1,0,0,1,3,0,1,Block
New Device Login,1,0,1,0,0,0,1,10,0,1,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,2,0,0,Allow
New Device Login,1,0,1,0,0,0,1,11,1,1,Require MFA
TOR Network Access,2,1,1,1,1,0,0,3,2,2,Block
TOR Network Access,0,0,1,1,1,0,1,20,2,2,Block
Compromised Device,7,1,1,1,0,1,1,4,2,2,Block
VPN Login,0,0,1,1,0,0,1,4,1,0,Require MFA
Normal Login,1,0,0,0,0,0,1,21,0,0,Allow
Privileged Account Anomaly,8,1,1,0,0,1,0,1,2,1,Block
Impossible Travel,2,1,1,1,0,0,0,9,1,0,Block
Brute Force Attack,17,0,0,1,1,1,1,9,2,2,Block
Privileged Account Anomaly,8,0,1,0,1,1,0,1,2,2,Block
Trusted Midnight Login,0,0,0,0,0,0,1,3,0,0,Allow
Brute Force Attack,15,0,0,0,1,0,1,13,1,1,Block
Brute Force Attack,13,0,1,0,1,0,1,12,1,1,Block
Privileged Account Anomaly,4,1,1,0,0,1,0,1,2,2,Block
Normal Login,0,0,0,0,0,1,1,15,0,0,Allow
VPN Login,2,0,1,1,0,1,0,10,0,1,Require MFA
Trusted Midnight Login,0,0,0,0,0,0,1,23,0,0,Allow
Normal Login,0,0,0,0,0,0,1,14,0,0,Allow
Privileged Account Anomaly,2,0,1,0,1,1,0,23,1,1,Block
Risky Geographic Login,2,0,1,0,0,1,0,13,2,0,Require MFA
Compromised Device,7,1,1,1,1,1,1,4,2,2,Block
Privileged Account Anomaly,3,0,1,1,1,1,0,0,2,1,Block
Compromised Device,7,1,0,1,0,1,0,18,1,2,Block
VPN Login,0,0,0,1,0,0,1,20,1,0,Require MFA
Normal Login,0,0,0,0,0,1,1,17,0,0,Allow
New Device Login,0,0,1,0,0,0,0,22,0,1,Require MFA
TOR Network Access,3,1,1,1,1,0,1,6,1,2,Block
Brute Force Attack,20,0,1,0,0,0,0,12,0,2,Block
Normal Login,1,0,0,0,0,1,1,18,0,0,Allow
